Category ID,Name,Has Child,Parent ID,Attributes
10581,Security Alarm,False,10249,;Brand;Warranty
10932,Outdoor & Gardening,True,11,
10933,Others,False,10932,;Brand
10934,Mosquito Repellents,False,10932,;Brand;Type
10935,Umbrellas,False,10932,;Brand;Type;Material
10936,Raincoats,False,10932,;Brand;Type
10937,Hammocks,False,10932,;Brand;Type;Size
10938,Gardening Tools,False,10932,;Brand;Type
14,Games & Hobbies,True,0,
721,Consoles & Accessories,True,14,
6677,XBox Console,False,721,;Brand;Model;Type
6678,PS4 Console,False,721,;Brand;Model;Type
6679,Wii Console,False,721,;Brand;Model;Type
6680,3DS Console,False,721,;Brand;Model;Type
6683,PS3 Console,False,721,;Brand;Model;Type
4731,Others,False,721,;Brand
12923,Switch,False,721,;Brand
723,Video Games,True,14,
6633,PS4 Games,False,723,;Brand;Model;Age Suitability;Region
6634,XBox Games,False,723,;Brand;Model;Age Suitability
6636,3DS Games,False,723,;Brand;Model;Age Suitability
6638,PS3 Games,False,723,;Brand
4730,Others,False,723,;Brand
9900,PC Games,False,723,;Brand;Age Suitability
12924,Switch Games,False,723,;Brand
12925,Wii Games,False,723,;Brand
725,Blocks & Building Toys,True,14,
6646,Lego,False,725,;Brand;Series;Model
6648,Nanoblock,False,725,;Brand;Series;Model
6649,Gundam,False,725,;Brand;Type;Scale;Grade
6650,Puzzle,False,725,;Brand
7583,LOZ,False,725,;Brand;Series;Model
4732,Others,False,725,;Brand
733,Collectible Figurines,True,14,
6665,Hot Toys,False,733,;Brand;Scale
6666,Funko Pop,False,733,;Brand;Series;Category
6667,Plush Toys,False,733,;Brand
6668,Bandai,False,733,;Brand;Series;Type
6669,Minifigures,False,733,;Brand;Series
4729,Others,False,733,;Brand
12927,Vehicle Models,False,733,;Brand
12928,Action Figures,False,733,;Brand
12929,Display & Model Tools,False,733,;Brand
2315,Antiques & Collectibles,True,14,
4725,Others,False,2315,;Brand
12984,Antiques,False,2315,;Brand
12985,Stamps,False,2315,;Brand
12986,Currencies,False,2315,;Brand
2316,Card & Board Games,True,14,
4727,Others,False,2316,;Brand
12930,Trading Card Games,False,2316,;Brand
12931,Card Sleeves & Deck Boxes,False,2316,;Brand
12932,Board Games,False,2316,;Brand
12933,Party & Card Games,False,2316,;Brand
2786,Game & Pop Merchandise,True,14,
4728,Others,False,2786,;Brand
13598,Collectibles,False,2786,;Brand
14254,Pokémon Merchandise,False,2786,;Brand
12987,Posters,False,2786,;Brand
12988,Apparel,False,2786,;Brand;Type
12989,Albums & Records,False,2786,;Brand;Artist
197,Others,False,14,;Brand
4724,Others,False,197,;Brand
13656,Camera & Accessories,True,14,
13861,Others,False,13656,;Brand
13657,Cameras,False,13656,;Brand;Type;Model;Lens Type;Warranty
13658,Instant,False,13656,;Brand
13659,Action Cameras,False,13656,;Brand;Model;Warranty
13661,Drone & Accessories,False,13656,;Brand
13662,Car Cameras,False,13656,;Brand
13667,Camera Accessories,False,13656,;Brand
13665,Darts,True,14,
13864,Tips,False,13665,;Brand
13865,Others,False,13665,;Brand
13666,Flight & Shafts,False,13665,;Brand;Model
13668, Accessories,False,13665,;Brand
13669,Music,False,14,;Brand
13670,Default,False,13669,;Brand
13671,Cue Sports,False,14,;Brand
13672,Default,False,13671,;Brand
12921,Novelty & Desk Toys,True,14,
12922,Novelty Toys,False,12921,;Brand
12934,Fidget Toys,False,12921,;Brand;Type
12935,Rubiks Cubes,False,12921,;Brand
12936,Yoyos & Kendamas,False,12921,;Brand
12937,Desk Toys,False,12921,;Brand
12,"Toys, Kids & Babies",True,0,
769,Baby & Toddler Fashion,True,12,
6782,Baby Shoes,False,769,;Brand;Color;Size;Material;Gender;Age
6786,Baby Socks,False,769,;Brand;Color;Gender;Age
6787,Baby Rompers,False,769,;Brand;Color;Gender;Material;Age
4694,Others,False,769,;Brand
14119,Baby Tops,False,769,;Brand
14120,Baby Bottoms,False,769,;Brand
11568,Baby Accessories,False,769,;Brand;Gender;Age
11569,Baby Sets & Bundles,False,769,;Brand;Gender;Age
11573,Baby Swimwear,False,769,;Brand;Gender;Age
14053,Baby Sleepwear,False,769,;Brand
14055,Baby Underwear,False,769,;Brand
773,Kids' Fashion,True,12,
6828,Kids' Shoes,False,773,;Brand;Color;Material;Age;Gender
6834,Kids' Socks,False,773,;Brand;Color;Material;Age;Gender
4695,Others,False,773,;Brand
11575,Kids' Outerwear,False,773,;Brand;Age;Gender
11576,Kids' Sleepwear,False,773,;Brand;Age;Gender
11580,Kids' Underwear,False,773,;Brand;Age;Gender
11581,Kids' Swimwear,False,773,;Brand;Age;Gender
747,Gift Sets,False,12,;Brand
4686,Others,False,747,;Brand
751,Learning & Education,True,12,
4687,Others,False,751,;Brand
11622,Books,False,751,;Brand;Age
11623,Puzzles,False,751,;Brand;Age
11625,Educational Supplies,False,751,;Brand;Age
11626,Flash Cards,False,751,;Brand;Age
11627,Electronic Learning Products,False,751,;Brand;Age
11628,Stickers,False,751,;Brand;Age
753,Maternity Products,True,12,
3723,Others,False,753,;Brand
10027,Maternity Accessories,False,753,;Brand
11639,Post-partum Care,False,753,;Brand
11640,Prenatal Monitoring Devices,False,753,;Brand;Power Source
755,Baby Gear,True,12,
6792,Baby Stroller,False,755,;Brand;Type;Warranty;Maximum Weight Recommendation;Portability;Age
6793,Baby Carrier,False,755,;Brand;Material;Warranty;Maximum Weight Recommendation;Portability;Age
6794,Playmat,False,755,;Age;Material;Brand
4688,Others,False,755,;Brand
11583,Car Seats,False,755,;Brand;Warranty;Maximum Weight Recommendation;Portability;Car Seat Type;Age
11585,Harnesses & Leashes,False,755,;Brand;Warranty;Age
11586,Playards,False,755,;Brand;Warranty;Age
11587,Stroller Accessories,False,755,;Brand;Warranty;Age
11589,Walkers,False,755,;Brand;Warranty;Maximum Weight Recommendation;Portability;Age
757,Toys & Games,True,12,
6841,Basic and Life Skills Toys,False,757,;Brand;Age;Material;Warranty;PVC-free;Lead-free
6844,Dolls & Accessories,False,757,;Brand;Age;Material;Warranty;PVC-free;Lead-free
6845,Stuffed Animals & Plush,False,757,;Brand;Age;Material;Warranty;PVC-free;Lead-free
6846,"Tricycles, Scooters & Wagons",False,757,;Brand;Age;Material;Warranty;PVC-free;Lead-free
4689,Others,False,757,;Brand
10207,Educational Toys,False,757,;Brand;Age;Material;Warranty;PVC-free;Lead-free
10208,Musical Toys,False,757,;Brand;Age;Material;Warranty;PVC-free;Lead-free
10209,Remote Control Toys,False,757,;Brand;Age;Material;Warranty;PVC-free;Lead-free
11674,Arts & Crafts,False,757,;Brand
11675,Baby & Toddler Toys,False,757,;Brand
11676,Costumes,False,757,;Brand
11677,Electronics for Kids,False,757,;Brand
11679,Sensory Toys,False,757,;Brand;Age;Material;Warranty;PVC-free;Lead-free
761,Bath & Baby Care,True,12,
6801,Bath Accessories & Toys,False,761,;Brand;Age;Origin;Net Capacity
6802,Body Wash & Shampoo,False,761,;Brand;Type;Origin;Net Capacity
4691,Others,False,761,;Brand
11605,Oral Care,False,761,;Brand
11606,Bathing Tubs & Seats,False,761,;Brand
11607,Bathroom Safety,False,761,;Brand
11608,Ointments & Lotions,False,761,;Brand
11609,Baby Wipes,False,761,;Brand
11610,Wash Cloths,False,761,;Brand
11611,Towels,False,761,;Brand
763,Feeding & Nursing,True,12,
6822,Bottle-Feeding,False,763,;Dimension;Material;Brand
6824,Baby Food,False,763,;Brand
6825,Bibs & Burp Cloths,False,763,;Material;Features;Brand
6826,Chair & Seat,False,763,;Brand;Dimension;Features
4692,Others,False,763,;Brand
11591,Children's Tableware,False,763,;Brand;Material;PVC-free;Lead-free;BPA-free
11593,Breastfeeding,False,763,;Brand;Material;Power Source;Pump Grade;Pump Type
11595,Food Storage,False,763,;Brand;PVC-free;Lead-free;BPA-free
11596,Milk Formulas,False,763,;Brand
11597,Gift Sets,False,763,;Brand
11598,Pacifiers & Accessories,False,763,;Brand;Material;PVC-free;Lead-free;BPA-free
11599,Baby Supplements,False,763,;Brand
14058,Swaddles,False,763,;Brand
767,Diapers & Potties,True,12,
6806,Potties,False,767,;Brand;Dimension
6809,Changing Pads,False,767,;Brand;Dimension
4693,Others,False,767,;Brand
11612,Cloth Diaper Accessories,False,767,;Brand
11613,Cloth Diapers,False,767,;Brand;Diaper Size;Diaper Type
11615,Disposable Diapers,False,767,;Brand;Diaper Size;Diaper Type
11616,Diaper Bags & Accessories,False,767,;Brand;Size
11620,Swim Diapers,False,767,;Brand;Diaper Size;Diaper Type
2325,Nursery,True,12,
4685,Others,False,2325,;Brand
11629,"Beds, Cots & Bedding",False,2325,;Brand;Weight (kg)
11630,Dressers & Changing Units,False,2325,;Brand;Weight (kg)
11631,Nursery Decor,False,2325,;Brand;Weight (kg)
11632,Pillows & Bolsters,False,2325,;Brand;Weight (kg);Material
11633,Gift Sets,False,2325,;Brand;Weight (kg)
11634,Hangers,False,2325,;Brand;Weight (kg)
190,Others,False,12,;Brand
4684,Others,False,190,;Brand
11643,Maternity Fashion,True,12,
11644,Others,False,11643,;Brand
11645,Maternity Bras,False,11643,;Brand;Material
11646,Maternity Bottoms,False,11643,;Brand;Material
11647,Maternity Underwear,False,11643,;Brand;Material
11648,Maternity Tops,False,11643,;Brand;Material
11649,Maternity Dresses,False,11643,;Brand;Material
11650,Maternity Outerwear,False,11643,;Brand;Material
11651,Baby Safety,True,12,
11652,Others,False,11651,;Brand
11653,Cabinet Locks & Straps,False,11651,;Brand
11654,Bathroom Safety,False,11651,;Brand
11655,Crib Netting,False,11651,;Brand
11656,Edge & Corner Guards,False,11651,;Brand
11658,Gates & Doorways,False,11651,;Brand
11659,Monitors,False,11651,;Brand
14056,Kids' Accessories,True,12,
14139,Others,False,14056,;Brand
14064,Kids' Watches,False,14056,;Brand
14065,Kids' Bags,False,14056,;Brand
14070,Kids' Jewellery and Accessories,False,14056,;Brand
13,Sports & Outdoors,True,0,
779,Sports Equipment,True,13,
6374,Gym & Fitness,False,779,;Manufacturer;Brand;Material;Dimensions
6375,Rackets,False,779,;Manufacturer;Brand;Material;Dimensions
6376,Yoga,False,779,;Manufacturer;Brand;Material;Dimensions
4665,Others,False,779,;Brand
13866,Ball Sports,False,779,;Brand
13867,Bottles,False,779,;Brand
2324,Sports Nutrition,False,13,;Brand
4660,Others,False,2324,;Brand
2406,Recovery & Protection,False,13,;Brand
4658,Others,False,2406,;Brand
2716,Scooters & Hoverboards,True,13,
6378,Scooter,False,2716,;Manufacturer;Colour;Battery;Brand
6379,Hoverboard,False,2716,;Manufacturer;Colour;Battery;Brand;Safety Mark
6380,Electric scooter,False,2716,;Manufacturer;Colour;Battery;Brand;Safety Mark
6381,Equipment Parts,False,2716,;Manufacturer;Brand;Safety Mark
4664,Others,False,2716,;Brand
191,Others,False,13,;Brand
4657,Others,False,191,;Brand
13868,Outdoor Activities,True,13,
13869,Fishing,False,13868,;Brand
13870,Kites,False,13868,;Brand
13871,Camping,False,13868,;Brand
13872,Cycling,False,13868,;Brand
13873,Swimming,False,13868,;Brand
13874,Others,False,13868,;Brand
166,Tickets & Vouchers,True,0,
815,Leisure,True,166,
7023,Spa Voucher,False,815,;Value;Validity;Brand
7024,Resort Voucher,False,815,;Value;Validity;Brand
7025,Concert Ticket,False,815,;Value;Validity;Brand
7026,Ride Ticket,False,815,;Value;Validity;Brand
4592,Others,False,815,;Brand
817,Retail,True,166,
7018,Shopping Vouchers,False,817,;Type;Value;Validity;Brand
7020,Food Vouchers,False,817,;Type;Value;Validity;Brand
7021,Gift Card,False,817,;Type;Value;Validity;Brand
7022,ezlink,False,817,;Type;Value;Validity;Brand
4593,Others,False,817,;Brand
186,Others,False,166,;Brand
4591,Others,False,186,;Brand
2414,Home Appliances,True,0,
2416,Kitchen Appliances,True,2414,
6872,Cooker,False,2416,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
6873,Kettle,False,2416,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
6874,Coffee Machine,False,2416,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
6875,Blender,False,2416,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
6876,Oven,False,2416,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
4656,Others,False,2416,;Brand
2417,Housekeeping & Improvement,True,2414,
7118,Mop,False,2417,;Brand;Color;Origin;Wattage;Warranty
6879,Vacuum,False,2417,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
6880,Robot,False,2417,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
4655,Others,False,2417,;Brand
2418,Garment Care,True,2414,
6883,Iron,False,2418,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
6885,Sewing machine,False,2418,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
4654,Others,False,2418,;Brand
2419,Cooling,True,2414,
6887,Fan,False,2419,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
6888,Aircon,False,2419,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
4653,Others,False,2419,;Brand
2420,Entertainment,True,2414,
6891,Video Players,False,2420,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
6892,Audio,False,2420,;Brand;Color;Origin;Wattage;Warranty;Safety Mark
4652,Others,False,2420,;Brand
2415,Others,False,2414,;Brand
4651,Others,False,2415,;Brand
167,Pet Accessories,True,0,
825,Accessories,True,167,
4605,Others,False,825,;Brand
2327,Pet Furniture,True,167,
7055,Pet Bed,False,2327,;Type;Pet Size;Dimensions;Material;Brand
7057,Cage,False,2327,;Type;Pet Size;Dimensions;Material;Brand
7058,Aquarium,False,2327,;Type;Pet Size;Dimensions;Material;Brand
7059,Pet Feeder,False,2327,;Type;Pet Size;Dimensions;Material;Brand
7060,Pet Climber,False,2327,;Type;Pet Size;Dimensions;Material;Brand
4602,Others,False,2327,;Brand
2328,Hygiene & Grooming ,True,167,
7061,Pet Brush,False,2328,;Type;Pet Size;Dimensions;Material;Brand
7062,Pet Shampoo,False,2328,;Type;Pet Size;Dimensions;Material;Brand
7063,Pet Litter,False,2328,;Type;Pet Size;Dimensions;Material;Brand
7064,Pet Deodoriser,False,2328,;Type;Pet Size;Dimensions;Material;Brand
4603,Others,False,2328,;Brand
187,Others,False,167,;Brand
4601,Others,False,187,;Brand
169,Food & Beverages,True,0,
841,Sweets & Chocolates,True,169,
7011,Chocolate,False,841,;Brand
7012,Candy,False,841,;Brand
4680,Others,False,841,;Brand
843,Dried Food,True,169,
6992,Organic Food,False,843,;Origin;Brand
6993,Seafood,False,843,;Origin;Brand
6994,Bird nest,False,843,;Origin;Brand
6995,Rice,False,843,;Origin;Brand
4681,Others,False,843,;Brand
845,Beverages,True,169,
6996,Juice,False,845,;Type;Type;Brand
6999,Carbonated Drinks,False,845,;Type;Brand
7000,Coffee,False,845,;Flavor;Type;Brand
7001,Tea,False,845,;Flavor;Type;Brand
4682,Others,False,845,;Brand
847,Snacks,True,169,
7002,Chips,False,847,;Flavor;Origin;Weight (g);Brand
7003,Biscuits,False,847,;Flavor;Origin;Weight (g);Brand
7004,Japanese snacks,False,847,;Flavor;Origin;Weight (g);Brand
4683,Others,False,847,;Brand
9899,Korean Snacks,False,847,;Brand;Flavour;Origin;Weight (g)
2326,Instant meals,True,169,
7007,Cereal,False,2326,;Origin;Brand
7008,Seasoning,False,2326,;Origin;Brand
7009,Noodles,False,2326,;Brand;Origin;Flavor;Type;Weight (g)
7010,Sauce,False,2326,;Flavor;Origin;Brand
4679,Others,False,2326,;Brand
2408,Frozen Food,False,169,;Brand
4678,Others,False,2408,;Brand
188,Others,False,169,;Brand
4677,Others,False,188,;Brand
14255,Alcoholic Beverages,True,169,
14256,Default,False,14255,;Brand
14257,Spirits,False,14255,;Brand;Type of Spirit;Volume
14258,Wines,False,14255,;Brand;Volume;Type of Wine
14259,Champagnes,False,14255,;Brand;Type of Champagnes;Volume
14260,Beers,False,14255,;Brand
14261,Ciders,False,14255,;Brand
15,Miscellaneous ,True,0,
2446,Adult,True,15,
7099,Sex Toys,False,2446,;Brand
7100,Adult Lingerie,False,2446,;Brand
4589,Others,False,2446,;Brand
185,Others,False,15,;Brand
3709,Others,False,185,;Brand
10450,Books,False,15,;Brand
10451,Others,False,10450,;Brand
16697,Posters & Prints,False,695,
16861,Washing Machine,False,16245,
16862,Dryer,False,16245,;Brand
16863,Flowers,False,695,
16864,Parties & Gifts,False,695,;Brand
16865,Handmade & Craft Supplies,False,695,;Brand
16866,Cards,False,9648,;Brand
16868,Notebooks,False,9648,
16869,Stickers,False,9648,;Brand
16870,DIY Tools,False,10932,;Brand
16871,Auto Tires & Wheels,False,16431,;Brand
16872,Auto Oils & Fluids,False,16431,
16873,Interior Accessories,False,16431,;Brand
16874,Exterior Accessories,False,16431,;Brand
16875,Batteries & Accessories,False,16431,
16876,Auto Parts & Spare,False,16431,
16877,Auto Care,False,16431,;Brand
16878,Auto Accessories,False,16431,
16446,Flea & Tick,False,16419,;Brand
16420,Default,False,16419,;Brand
16421,Dental Care,False,16419,;Brand
16422,Eye & Ear Care,False,16419,;Brand
16423,Skin & Coat Care,False,16419,;Brand
16424,Vitamins & Supplements,False,16419,;Brand
16419,Pet Health & Wellness,True,167,
16418,Doors & Mats,False,2327,;Brand
16370,Blowers,False,2328,;Brand
16371,Blowers,False,2328,;Brand
16372,Grooming Wipes,False,2328,;Brand
16373,Tools & Clippers,False,2328,;Brand
16374,Towels,False,2328,;Brand
16375,Waste Removal,False,2328,;Brand
16308,Car Products,False,825,;Brand
16309,Bowls & Feeders,False,825,;Brand
16310,Pee Pads,False,825,;Brand
16311,Travel,False,825,;Brand
16364,Default,False,16363,;Brand
16365,Food,False,16363,;Brand
16366,Treats,False,16363,;Brand
16367,Fashion,False,16363,;Brand
16368,"Wearables, Leashes & collars",False,16363,;Brand
16369,Toys,False,16363,;Brand
16363,Other Pets,True,167,
16405,Default,False,16404,;Brand
16406,Air Pumps,False,16404,;Brand
16407,Decorations,False,16404,;Brand
16408,Cleaning & Maintenance,False,16404,;Brand
16409,Filters,False,16404,;Brand
16410,Filtration & Circulation,False,16404,;Brand
16411,Food,False,16404,;Brand
16412,Furniture,False,16404,;Brand
16413,Heating,False,16404,;Brand
16414,Lighting & Hoods,False,16404,;Brand
16415,Live Plant,False,16404,;Brand
16416,Medications,False,16404,;Brand
16417,Water Pumps,False,16404,;Brand
16404,Fish,True,167,
16357,Default,False,16356,;Brand
16358,Food,False,16356,;Brand
16359,Treats,False,16356,;Brand
16360,Fashion,False,16356,;Brand
16361,"Wearables, Leashes & collars",False,16356,;Brand
16362,Toys,False,16356,;Brand
16356,Cat,True,167,
16314,Default,False,16313,;Brand
16315,Food,False,16313,;Brand
16316,Treats,False,16313,;Brand
16317,Fashion,False,16313,;Brand
16318,"Wearables, Leashes & Collars",False,16313,;Brand
16319,Toys,False,16313,;Brand
16313,Dog,True,167,
14284,TICO,False,725,;Brand;Model;Series
16268,Pouch,False,2310,;Brand
16239,Packing Organizers,False,493,;Brand
16194, Pouch,False,489,;Brand
16176,Handbags,False,483,;Brand
16175,Key Holders,False,481,;Brand
16430,Gaming Chair,False,10982,;Brand
16170,Default,False,16169,;Brand
16169,999 Pure Gold & Silver-,False,4,;Brand
16205,Default,False,16204,;Brand
16204,Fine Jewellery,False,4,;Brand
16432,Default,False,16431,;Brand
16431,Automotive,True,11,
15338,Flower Pots,False,10932,;Brand;Pot Shape
15339,Plants,False,10932,;Brand;Color
15340,Terrariums,False,10932,;Brand;Color
16164,Paper Supplies,False,9648,;Brand
15321,Planners and Organisers,False,9648,;Brand;Paper Type
14839,Red Packet,False,9648,;Brand;Color
15319,Calendars,False,9648,;Brand
15310,Stamp,False,9648,;Brand
15306,Files & Folders,False,9648,;Brand;Paper Type
15313,Eraser,False,9648,;Brand;Color
15316,Tape,False,9648,;Brand
15318,Cutters,False,9648,;Brand
15314,Office Equipment,False,9648,;Brand
15315,Glue,False,9648,;Brand
15312,Highlighter,False,9648,;Brand
15308,Binders & Clips,False,9648,;Brand
15307,Desktop Organisers,False,9648,;Brand;Color
15309,Stapler,False,9648,;Brand;Color
15317,Correction Tools,False,9648,;Brand;Color
15311,Marker,False,9648,;Brand
15337,Door Bell,False,10249,;Brand;Type
15336,Lock,False,10249,;Brand
15335,Home Surveillance,False,10249,;Brand;Color
15345,Light Bulb,False,2319,;Brand;Color
15343,Table Lamp,False,2319,;Brand;Color
15346,Wall Light,False,2319,;Brand;Color
15341,Ceiling Lamp,False,2319,;Brand;Light Type;Color
15342,Down Light,False,2319,;Brand;Color
15347,Sensor Light,False,2319,;Brand;Color
15344,Fairy Light,False,2319,;Brand
15329,Mattress,False,693,;Brand;Bedding Size
15330,Protector,False,693,;Brand;Bedding Size;Linen Fabric
15302,Bathroom Scales,False,711,;Brand;Type
15305,Toilet Rails & Warmers,False,711,;Brand
15304,Shower Head,False,711,;Brand;Color
15303,Shower Curtains,False,711,;Brand;Color
15301,Bath Mats,False,711,;Brand;Color
15300,Bath Towel & Bathrobe,False,711,;Brand;Material
15299,Face Towel,False,711,;Brand
15298,Hand Towel,False,711,;Brand;Material
15524,Bathroom Shelving,False,711,;Brand;Mounting
15291,Lunch Box,False,697,;Brand;Color
15289,Coaster,False,697,;Brand;Color
15290,Placemat,False,697,;Brand;Color
15288,Cooking Equipment,False,697,;Brand
15286,Kitchen Accessories,False,697,;Brand;Color
15287,Kitchen Organiser,False,697,;Brand
15326,Mirror,False,695,;Brand;Mirror Type;Shape
15322,Candle Holder,False,695,;Brand;Material
15323,Vase,False,695,;Brand;Material
15324,Curtains & Accessories,False,695,;Brand
15325,Rugs & Carpets,False,695,;Brand
15295,Washing Machine Accessories,False,2317,;Brand;Color
15293,Dehumidifying Agent,False,2317,;Brand
15296,Lint Roller,False,2317,;Brand;Color
15292,Cleaning Agent,False,2317,;Brand
15297,Cleaning Sponge / Cloth,False,2317,;Brand
15294,Air Fresheners,False,2317,;Brand;Color
15898,Default,False,15327,;Brand
15328,Storage,False,15327,;Brand
15356,Accessories Organiser,False,15327,;Brand;Color
15355,Wardrobe Organiser,False,15327,;Brand;Color
15351,Ironing Board,False,15327,;Brand;Color
15353,Tissue Holder,False,15327,;Brand
15349,Hangers & Pegs,False,15327,;Brand
15354,Hooks,False,15327,;Brand;Color
15350,Clothes Rack,False,15327,;Brand;Material
15352,Laundry Basket,False,15327,;Brand;Material
15327,Home Organisation,True,11,
15331,Shelving,False,689,;Brand;Material
15334,Cabinet,False,689,;Brand
15332,Wardrobe,False,689,;Brand;Door Type
15333,Shoe Rack,False,689,;Brand;Material
16246,Default,False,16245,;Brand
16247,Hoods and Hobs,False,16245,;Brand
16248,Freezer,False,16245,;Brand
16249,Chiller,False,16245,;Brand
16245,Large Kitchen Appliances,True,2414,
16258,Default,False,16257,;Brand
16259,LED Tv,False,16257,;Brand
16260,4k Tv,False,16257,;Brand
16261,OLED Tv,False,16257,;Brand
16257,Televisions,True,2414,
16263,Default,False,16262,;Brand
16264,TV Antena,False,16262,;Brand
16265,TV Remote Control,False,16262,;Brand
16266,TV Wall Mount & Brackets,False,16262,;Brand
16262,TV Accessories,True,2414,
16275,Telephone,False,16274,;Brand
16276,Hair Dryer,False,16274,;Brand
16277,Power Socket,False,16274,;Brand
16278,Power Tools & Accessories,False,16274,;Brand
16274,Tools & Small Appliances,True,2414,
16254,Karaoke System,False,2420,;Brand
16255,Home Entertaiment System,False,2420,;Brand
16256,Soundbars,False,2420,;Brand
16252,Air Cooler,False,2419,;Brand
16253,Air Purifier,False,2419,;Brand
16251,Garment Steamer,False,2418,;Brand
16269,Juicer,False,2416,;Brand
16270,Speciality cooker,False,2416,;Brand
16271,Toaster,False,2416,;Brand
16272,Fryers,False,2416,;Brand
16273,Microwave,False,2416,;Brand
14339,Boys' Top,False,773,;Brand
14340,Boys' Bottoms,False,773,;Brand
14341,Girls' Dresses,False,773,;Brand
14342,Girls' Tops,False,773,;Brand
14343,Girls' Bottoms,False,773,;Brand
14344,Kids' Clothing Set,False,773,;Brand
14320,Sake,False,14255,;Brand
16168,Derma Skincare,False,495,;Brand
16429,IoT & Smart Tech ,False,2314,;Brand
16426,Default,False,16425,;Brand
16425,Polo,False,2,;Brand
16241,Default,False,16240,;Brand
16242,Men's Backpack,False,16240,;Brand
16243,Duffle Bags,False,16240,;Brand
16244,Messenger Bags,False,16240,;Brand
16240,Mens bags,True,2,
